Fecha,Hora,Producto,ISIN,Bolsa de,Centro de ejecución,Número,Precio,,Valor local,,Valor,,Tipo de cambio,Costes de transacción,,Total,,ID Orden
18-08-2021,18:12,BROOKFIELD ASSET MANAG,CA1125851040,NSY,CDED,-2,55.9500,USD,111.90,USD,95.45,EUR,1.1712,-0.51,EUR,94.94,EUR,2371a96f-676d-4fed-9b65-8bfea9ac5fbb
30-07-2021,20:56,JD.COM INC. - AMERICA,US47215P1066,NDQ,CDED,4,70.6700,USD,-282.68,USD,-238.43,EUR,1.1844,-0.51,EUR,-238.94,EUR,f2a90bf3-680c-44b5-98bc-e07c36c46a53
08-07-2021,15:38,ALIBABA GROUP HOLDING,US01609W1027,NSY,SOHO,1,200.7600,USD,-200.76,USD,-169.30,EUR,1.1846,-0.50,EUR,-169.80,EUR,68acb733-0346-4f3a-9195-08bbb821dd30
08-07-2021,15:38,SANDSTORM GOLD LTD,CA80013R2063,NSY,CDED,-14,7.8300,USD,109.62,USD,92.26,EUR,1.1870,-0.55,EUR,91.71,EUR,05ffac73-d44c-4404-ad15-2c49b07c4756
08-07-2021,15:37,DREAM UNLIMITED-CL A SUB VOT,CA26153M5072,TOR,XTSE,-7,26.1000,CAD,182.70,CAD,122.55,EUR,1.4893,-2.05,EUR,120.50,EUR,1e3ee0ff-1d05-44b8-bbb7-ba6d56f08266
28-06-2021,00:00,BROOKFIELD ASSET MANAGEMENT,BMG161691073,NSY,,0,0.0000,USD,0.00,USD,0.00,EUR,1.1927,,,0.00,EUR,
,,REINSURANCE PARTNERS L,,,,,,,,,,,,,,,,
25-06-2021,19:02,EBAY INC. - COMMON STO,US2786421030,NDQ,SOHO,-3,67.9410,USD,203.82,USD,170.41,EUR,1.1949,-0.51,EUR,169.90,EUR,f1266f0f-6e1d-41ef-a76b-fd4e33f1c506
12-05-2021,16:15,BROOKFIELD ASSET MANAG,CA1125851040,NSY,CDED,6,45.6500,USD,-273.90,USD,-226.66,EUR,1.2072,-0.52,EUR,-227.18,EUR,9b9fc660-1828-4037-922f-37a746cef651
12-05-2021,16:14,ALIBABA GROUP HOLDING,US01609W1027,NSY,CDED,1,221.9200,USD,-221.92,USD,-183.63,EUR,1.2073,-0.50,EUR,-184.13,EUR,b21e2da9-eee2-4e2a-bc42-2c157a0fc0b4
20-04-2021,15:31,BROOKFIELD ASSET MANAG,CA1125851040,NSY,CDED,5,45.5500,USD,-227.75,USD,-189.13,EUR,1.2030,-0.52,EUR,-189.65,EUR,154c2678-b300-467b-85aa-166a8290b2ea
20-04-2021,15:30,KIRKLAND LAKE GOLD LTD,CA49741E1007,NSY,XNYS,-3,37.8200,USD,113.46,USD,94.02,EUR,1.2056,-0.51,EUR,93.51,EUR,bd6f52f7-1371-44cf-bb8d-4b8f168027e4
20-04-2021,15:30,AFLAC INCORPORATED COM,US0010551028,NSY,XNYS,-2,53.3500,USD,106.70,USD,88.42,EUR,1.2055,-0.51,EUR,87.91,EUR,37eff32b-013e-46a5-b8ef-18e7e74bcdc3
12-04-2021,15:33,ALIBABA GROUP HOLDING,US01609W1027,NSY,CDED,2,238.4900,USD,-476.98,USD,-400.55,EUR,1.1896,-0.51,EUR,-401.06,EUR,8ff9bb67-c564-4550-aa82-36b31d94db42
12-04-2021,15:33,KIRKLAND LAKE GOLD LTD,CA49741E1007,NSY,BATS,-1,36.4600,USD,36.46,USD,30.55,EUR,1.1921,-0.50,EUR,30.05,EUR,4a9882d1-e150-454d-b56a-1e68ac9301aa
12-04-2021,15:32,MONSTER BEVERAGE CORPO,US61174X1090,NDQ,CDED,-1,94.6700,USD,94.67,USD,79.34,EUR,1.1921,-0.50,EUR,78.84,EUR,6f3d0ac7-c135-4179-a446-75025243bd87
12-04-2021,15:32,TURTLE BEACH CORP,US9004502061,NDQ,CDED,-5,28.2800,USD,141.40,USD,118.50,EUR,1.1921,-0.52,EUR,117.98,EUR,06cc463e-e1f6-4d49-ab02-fe97f1635001
31-03-2021,21:26,SANDSTORM GOLD LTD,CA80013R2063,NSY,CDED,14,6.8150,USD,-95.41,USD,-81.35,EUR,1.1716,-0.55,EUR,-81.90,EUR,3aa0a1df-1820-4e11-8036-fb6841ba4511
31-03-2021,21:24,GLOBAL CORD BLOOD CORP,KYG393421030,NSY,CDED,-21,4.5300,USD,95.13,USD,80.96,EUR,1.1739,-0.57,EUR,80.39,EUR,2cedd60a-9624-4baa-8ad5-7e3b1ffee47c
22-03-2021,16:50,MONSTER BEVERAGE CORPO,US61174X1090,NDQ,CDED,1,89.0300,USD,-89.03,USD,-74.61,EUR,1.1920,-0.50,EUR,-75.11,EUR,fad7eb60-9674-4a74-b4fd-0395cc9df53f
22-03-2021,16:49,NOVO NORDISK A/S COMMO,US6701002056,NSY,CDED,-1,71.0900,USD,71.09,USD,59.45,EUR,1.1946,-0.50,EUR,58.95,EUR,3f688101-65de-481d-b25e-2d88e0211f2d
19-03-2021,17:43,META PLATFORMS INC,US30303M1027,NDQ,CDED,1,290.6300,USD,-290.63,USD,-244.10,EUR,1.1894,-0.50,EUR,-244.60,EUR,9203de56-86d4-43ce-b8ae-6e5423cac78e
19-03-2021,17:43,TURTLE BEACH CORP,US9004502061,NDQ,CDED,-1,28.2800,USD,28.28,USD,23.71,EUR,1.1917,-0.50,EUR,23.21,EUR,845ec18b-b500-433e-9dd1-c14d2c4837bb
19-03-2021,17:41,TURTLE BEACH CORP,US9004502061,NDQ,CDED,-1,28.2500,USD,28.25,USD,23.68,EUR,1.1916,-0.50,EUR,23.18,EUR,91a9e142-af29-44c3-8647-439951cb5688
19-03-2021,17:39,MOMO INC. - AMERICAN D,US60879B1070,NDQ,CDED,-7,16.1500,USD,113.05,USD,94.80,EUR,1.1913,-0.52,EUR,94.28,EUR,2e65f54e-3799-476d-a1e8-5abb74d51abf
19-03-2021,17:36,GEO GROUP INC (THE) RE,US36162J1060,NSY,SOHO,-18,8.0400,USD,144.72,USD,121.35,EUR,1.1914,-0.56,EUR,120.79,EUR,66aa9c3c-92ed-44d6-a78d-818509ba8d51
12-03-2021,15:46,META PLATFORMS INC,US30303M1027,NDQ,CDED,1,267.4400,USD,-267.44,USD,-224.16,EUR,1.1919,-0.50,EUR,-224.66,EUR,47829dea-a987-44f4-bb76-e0d940881179
12-03-2021,15:45,MOMO INC. - AMERICAN D,US60879B1070,NDQ,CDED,-8,16.2200,USD,129.76,USD,108.51,EUR,1.1946,-0.53,EUR,107.98,EUR,e0d25604-f590-40a8-b4d6-42af82756a40
12-03-2021,15:44,SEI INVESTMENTS COMPAN,US7841171033,NDQ,CDED,-2,59.9100,USD,119.82,USD,100.22,EUR,1.1944,-0.51,EUR,99.71,EUR,3306f70c-6d70-49c2-99a4-6681bb09e817
11-03-2021,15:57,EBAY INC. - COMMON STO,US2786421030,NDQ,EDGX,3,55.6600,USD,-166.98,USD,-139.86,EUR,1.1927,-0.51,EUR,-140.37,EUR,f5162d06-2b8a-4042-9532-260ee5e53f59
11-03-2021,15:55,GLOBAL CORD BLOOD CORP,KYG393421030,NSY,CDED,-16,4.6600,USD,74.56,USD,62.32,EUR,1.1953,-0.55,EUR,61.77,EUR,0d3539a1-fff6-4091-ab4b-73303f01a71c
05-03-2021,18:14,TURTLE BEACH CORP,US9004502061,NDQ,CDED,5,23.5100,USD,-117.55,USD,-98.67,EUR,1.1902,-0.52,EUR,-99.19,EUR,1e4ff301-dfdf-4a7c-93cc-0d4451a4d168
23-02-2021,19:55,MOMO INC. - AMERICAN D,US60879B1070,NDQ,CDED,7,16.3400,USD,-114.38,USD,-94.12,EUR,1.2141,-0.52,EUR,-94.64,EUR,582c114b-f4b2-49be-bb22-3b346f25a432
23-02-2021,15:38,JERASH HOLDINGS (US),US47632P1012,NDQ,XNAS,-20,5.9000,USD,118.00,USD,96.98,EUR,1.2155,-0.57,EUR,96.41,EUR,f0d909d5-f970-4b9f-8d7f-7b61aa886de1
19-02-2021,15:38,GEO GROUP INC (THE) RE,US36162J1060,NSY,CDED,9,7.5300,USD,-67.77,USD,-55.92,EUR,1.2108,-0.53,EUR,-56.45,EUR,ce11b0bc-12ab-4a8f-85cc-4b1c037effb9
19-02-2021,15:36,CHARLES SCHWAB CORPORA,US8085131055,NSY,CDED,-1,62.9900,USD,62.99,USD,51.86,EUR,1.2133,-0.50,EUR,51.36,EUR,5d29ebe7-db96-49f2-ae00-a731668d951b
17-02-2021,15:37,GEO GROUP INC (THE) RE,US36162J1060,NSY,SOHO,9,8.5300,USD,-76.77,USD,-63.73,EUR,1.2035,-0.53,EUR,-64.26,EUR,a356b62d-d007-498a-8347-5752b8da5478
17-02-2021,15:35,CHARLES SCHWAB CORPORA,US8085131055,NSY,BATS,-1,60.5700,USD,60.57,USD,50.19,EUR,1.2055,-0.50,EUR,49.69,EUR,56eff513-e243-44d0-aa59-77c71de93777
08-02-2021,15:40,TURTLE BEACH CORP,US9004502061,NDQ,CDED,2,30.3300,USD,-60.66,USD,-50.32,EUR,1.2044,-0.51,EUR,-50.83,EUR,aeef7505-1c3d-4a26-bc26-12b733d98141
02-02-2021,18:27,JERASH HOLDINGS (US),US47632P1012,NDQ,SOHO,20,5.6900,USD,-113.80,USD,-94.72,EUR,1.2002,-0.57,EUR,-95.29,EUR,606f37b1-dc13-4ee8-bb1a-714d5fbe2c42
01-02-2021,17:12,CHARLES SCHWAB CORPORA,US8085131055,NSY,CDED,2,52.3500,USD,-104.70,USD,-86.68,EUR,1.2067,-0.51,EUR,-87.19,EUR,3f2f6052-65b7-44e9-a23d-523170a7fda5
01-02-2021,17:00,SEI INVESTMENTS COMPAN,US7841171033,NDQ,SOHO,1,53.8100,USD,-53.81,USD,-44.54,EUR,1.2070,-0.50,EUR,-45.04,EUR,b3344943-06cc-4e89-b068-4db7c3c1d411
27-01-2021,16:18,AFLAC INCORPORATED COM,US0010551028,NSY,CDED,2,45.7100,USD,-91.42,USD,-75.72,EUR,1.2061,-0.51,EUR,-76.23,EUR,9025b64d-fa74-4e57-99c3-ac75ec8bed99
19-01-2021,20:13,USANA HEALTH SCIENCES,US90328M1071,NSY,SOHO,-1,81.6300,USD,81.63,USD,67.21,EUR,1.2134,-0.50,EUR,66.71,EUR,c6090d1b-9010-4db2-be3d-3683f62725f9
19-01-2021,15:40,KIRKLAND LAKE GOLD LTD,CA49741E1007,NSY,CDED,3,39.8000,USD,-119.40,USD,-98.42,EUR,1.2120,-0.51,EUR,-98.93,EUR,b2819346-1825-4b14-9967-aeb4bcaf81a8
13-01-2021,16:54,USANA HEALTH SCIENCES,US90328M1071,NSY,CDED,1,78.6800,USD,-78.68,USD,-64.68,EUR,1.2153,-0.50,EUR,-65.18,EUR,21451325-abfe-4287-8bff-5117a3d7ed73
13-01-2021,16:16,MONSTER BEVERAGE CORPO,US61174X1090,NDQ,SOHO,-1,93.5000,USD,93.50,USD,76.66,EUR,1.2184,-0.50,EUR,76.16,EUR,3a2803b4-9c2b-4d00-8fdd-b8dfd918c8d9
13-01-2021,16:16,CHARLES SCHWAB CORPORA,US8085131055,NSY,XNYS,-2,60.9500,USD,121.90,USD,99.95,EUR,1.2184,-0.51,EUR,99.44,EUR,c420eac3-1548-4b87-82b6-56ccd220a51e
06-01-2021,15:58,MOMO INC. - AMERICAN D,US60879B1070,NDQ,CDED,8,13.9600,USD,-111.68,USD,-90.67,EUR,1.2305,-0.53,EUR,-91.20,EUR,f282958d-aa8d-41f9-b5f3-06024eabb380
04-01-2021,15:40,COCA-COLA COMPANY (THE,US1912161007,NSY,BATS,-1,53.8900,USD,53.89,USD,43.75,EUR,1.2306,-0.50,EUR,43.25,EUR,6d603465-0353-4dbc-9b67-7b3791524b9a
04-01-2021,15:32,SEI INVESTMENTS COMPAN,US7841171033,NDQ,CDED,1,57.9800,USD,-57.98,USD,-47.13,EUR,1.2291,-0.50,EUR,-47.63,EUR,95e91347-4510-48e6-82d1-967e1cca8a0d
07-12-2020,18:10,CHARLES SCHWAB CORPORA,US8085131055,NSY,CDED,2,50.8950,USD,-101.79,USD,-83.84,EUR,1.2129,-0.51,EUR,-84.35,EUR,c476f6f3-e7fc-42f0-88b3-8de0f3569794
01-12-2020,16:37,NOVATEK REGS,US6698881090,LSE,MSIP,-1,161.2000,USD,161.20,USD,133.90,EUR,1.2027,-4.07,EUR,129.83,EUR,613608df-e5aa-41a9-b846-01bc2c29d470
19-11-2020,18:05,EBIX INC. - COMMON ST,US2787152063,NDQ,XNAS,-3,31.1900,USD,93.57,USD,78.85,EUR,1.1855,-0.51,EUR,78.34,EUR,601afaca-abdc-4fa1-ad36-63a664731ac8
16-11-2020,18:18,EBIX INC. - COMMON ST,US2787152063,NDQ,CDED,-2,30.5500,USD,61.10,USD,51.50,EUR,1.1853,-0.51,EUR,50.99,EUR,9fa6669f-94dd-47c7-bb57-a3795c38e2c2
10-11-2020,15:35,GLOBAL CORD BLOOD CORP,KYG393421030,NSY,XNAS,28,4.1400,USD,-115.92,USD,-98.11,EUR,1.1803,-0.59,EUR,-98.70,EUR,3a371a1e-a1f2-408d-8952-398d9932d0c7
15-10-2020,15:30,GLOBAL CORD BLOOD CORP,KYG393421030,NSY,XNYS,6,3.5100,USD,-21.06,USD,-18.01,EUR,1.1681,-0.52,EUR,-18.53,EUR,76d5e829-90da-477e-a62f-198f290db5a1
12-10-2020,15:30,GLOBAL CORD BLOOD CORP,KYG393421030,NSY,XNYS,3,3.5000,USD,-10.50,USD,-8.89,EUR,1.1794,-0.51,EUR,-9.40,EUR,3aa43d5e-c2cf-406c-9ce3-437b5f6dd701
31-08-2020,15:35,KIRKLAND LAKE GOLD LTD,CA49741E1007,NSY,,1,53.7400,USD,-53.74,USD,-45.03,EUR,1.1922,-0.50,EUR,-45.53,EUR,34b19d75-8315-491a-8739-11a76b53f747
03-08-2020,18:13,NOVO NORDISK A/S COMMO,US6701002056,NSY,,1,65.5400,USD,-65.54,USD,-55.78,EUR,1.1737,-0.50,EUR,-56.28,EUR,e830d685-8455-469a-810d-23dd170bb83c
06-07-2020,00:00,DREAM UNLIMITED-CL A SUB VOT,CA26153M5072,TOR,,7,18.5200,CAD,-129.64,CAD,-85.12,EUR,1.5230,,,-85.12,EUR,
06-07-2020,00:00,DREAM UNLIMITED-CL A SUB VOT,CA26153M2004,TOR,,-14,9.2600,CAD,129.64,CAD,85.12,EUR,1.5230,,,85.12,EUR,
24-06-2020,15:30,DREAM UNLIMITED-CL A SUB VOT,CA26153M2004,TOR,XTSE,8,8.8500,CAD,-70.80,CAD,-46.27,EUR,1.5287,-2.05,EUR,-48.32,EUR,d03e7630-b45b-41b2-9de6-d2127246be7e
12-06-2020,15:30,EBIX INC. - COMMON ST,US2787152063,NDQ,XNAS,-1,24.6900,USD,24.69,USD,21.80,EUR,1.1316,-0.50,EUR,21.30,EUR,e3df5a7f-429b-4325-8a51-27ad8d29efe3
08-06-2020,16:33,EBIX INC. - COMMON ST,US2787152063,NDQ,CDED,-1,31.0100,USD,31.01,USD,27.38,EUR,1.1313,-0.50,EUR,26.88,EUR,89f45a37-7fcc-47f9-a4fc-c04d8bda916b
05-06-2020,15:30,EBIX INC. - COMMON ST,US2787152063,NDQ,XNAS,4,28.0000,USD,-112.00,USD,-98.97,EUR,1.1306,-0.51,EUR,-99.48,EUR,7beaed4a-6a57-4f71-bbad-9d9a88dbc10e
05-06-2020,15:30,CAMTEK LTD. - ORDINARY,IL0010952641,NDQ,XNAS,-3,13.4000,USD,40.20,USD,35.45,EUR,1.1329,-0.51,EUR,34.94,EUR,478d92c3-f268-4e3f-8ab4-f21661d9206b
02-06-2020,16:31,EBIX INC. - COMMON ST,US2787152063,NDQ,XNAS,3,24.0800,USD,-72.24,USD,-64.57,EUR,1.1176,-0.51,EUR,-65.08,EUR,95d2c702-2023-4ace-8959-a48f6a544ea8
02-06-2020,15:31,ADVANCED EMISSIONS SOL,US00770C1018,NDQ,XNAS,-7,5.0400,USD,35.28,USD,31.50,EUR,1.1187,-0.53,EUR,30.97,EUR,d68af7cb-2828-45af-8358-4effa8e6a9c1
01-06-2020,21:31,VANDA PHARMACEUTICALS,US9216591084,NDQ,XNAS,-4,12.0000,USD,48.00,USD,43.03,EUR,1.1143,-0.51,EUR,42.52,EUR,2675f420-3858-42d1-88cd-5e2b105bafd6
01-06-2020,15:50,DREAM UNLIMITED-CL A SUB VOT,CA26153M2004,TOR,XTSE,6,8.3000,CAD,-49.80,CAD,-32.69,EUR,1.5218,-2.04,EUR,-34.73,EUR,eb94821f-0e29-4fd2-91a7-eadc27dbaab3
01-06-2020,09:00,ENLABS,SE0001666553,OMX,SSME,-20,19.2200,SEK,384.40,SEK,36.73,EUR,10.4547,-4.02,EUR,32.71,EUR,00057855-2b5c-4e4a-aa39-76e8166cc78f
28-04-2020,19:10,COCA-COLA COMPANY (THE,US1912161007,NSY,CDED,1,47.0600,USD,-47.06,USD,-43.45,EUR,1.0820,-0.50,EUR,-43.95,EUR,ce34ad97-c068-4468-beff-df46cf0fbb1f
28-04-2020,19:10,MONSTER BEVERAGE CORPO,US61174X1090,NDQ,CDED,1,60.4000,USD,-60.40,USD,-55.77,EUR,1.0820,-0.50,EUR,-56.27,EUR,d915dd44-2f4d-455c-a6f4-37168abe83bc
15-04-2020,17:26,AIRBUS GROUP,NL0000235190,EPA,XPAR,-2,54.6500,EUR,109.30,EUR,109.30,EUR,,-4.05,EUR,105.25,EUR,64dfb600-f268-473f-8971-b3263f8b16ec
13-04-2020,17:22,CAMTEK LTD. - ORDINARY,IL0010952641,NDQ,CDED,3,9.8000,USD,-29.40,USD,-26.96,EUR,1.0894,-0.51,EUR,-27.47,EUR,06b0cc27-662b-4ff3-998e-8a1a37ae25c4
06-04-2020,13:09,AIRBUS GROUP,NL0000235190,EPA,XPAR,2,51.9800,EUR,-103.96,EUR,-103.96,EUR,,-4.05,EUR,-108.01,EUR,8fba155f-de1f-4002-b33e-6a6144555f6f
24-03-2020,19:04,ADVANCED EMISSIONS SOL,US00770C1018,NDQ,XNAS,1,5.2600,USD,-5.26,USD,-4.89,EUR,1.0746,-0.50,EUR,-5.39,EUR,277387fb-b5e8-47af-8bdc-1c28682a6546
09-03-2020,14:30,ADVANCED EMISSIONS SOL,US00770C1018,NDQ,XNAS,6,8.4700,USD,-50.82,USD,-44.35,EUR,1.1449,-0.52,EUR,-44.87,EUR,31a483e0-40f0-45c3-8953-1e832dade5ab
06-03-2020,09:00,ENLABS,SE0001666553,OMX,SSME,20,20.2500,SEK,-405.00,SEK,-38.18,EUR,10.5965,-4.02,EUR,-42.20,EUR,7e46df92-1a78-4967-8801-30ed96737f94
02-03-2020,15:30,VANDA PHARMACEUTICALS,US9216591084,NDQ,XNAS,4,10.9600,USD,-43.84,USD,-39.41,EUR,1.1114,-0.51,EUR,-39.92,EUR,2ace9704-687a-4f6a-b4fa-1766171b4d43
27-02-2020,09:00,NOVATEK REGS,US6698881090,LSE,XLON,1,157.0000,USD,-157.00,USD,-143.76,EUR,1.0910,-4.07,EUR,-147.83,EUR,8733f1d6-c54c-4de5-b1a7-8a645e4da1fa
